Date,Product_ID,Base_Price,Current_Price,Day_Of_Week,Traffic_Views,Demand_Units
2025-11-28,9,41.88,43.87,4,316,39
2025-11-28,10,159.26,136.64,4,102,17
2025-11-28,11,69.8,67.46,4,311,34
2025-11-28,12,136.8,154.92,4,308,22
2025-11-28,13,277.89,244.61,4,69,10
2025-11-28,14,470.35,409.85,4,370,73
2025-11-28,15,53.36,58.4,4,108,6
2025-11-28,16,200.45,208.21,4,237,13
2025-11-28,17,147.66,158.76,4,384,26
2025-11-28,18,46.53,44.31,4,706,54
2025-11-28,19,12.71,13.66,4,523,42
2025-11-28,20,387.92,366.98,4,116,3
2025-11-29,1,193.52,183.03,5,900,87
2025-11-29,2,86.45,89.87,5,148,14
2025-11-29,3,304.55,320.31,5,600,57
2025-11-29,4,417.9,366.65,5,188,12
2025-11-29,5,159.08,156.29,5,516,32
2025-11-29,6,309.81,276.63,5,184,19
2025-11-29,7,233.47,204.34,5,629,55
2025-11-29,8,300.28,318.86,5,53,9
2025-11-29,9,41.88,45.36,5,656,65
2025-11-29,10,159.26,140.68,5,121,6
2025-11-29,11,69.8,61.79,5,407,61
2025-11-29,12,136.8,155.77,5,395,32
2025-11-29,13,277.89,254.85,5,253,12
2025-11-29,14,470.35,536.58,5,602,61
2025-11-29,15,53.36,52.63,5,202,18
2025-11-29,16,200.45,173.12,5,174,23
2025-11-29,17,147.66,137.8,5,263,49
2025-11-29,18,46.53,47.7,5,371,60
2025-11-29,19,12.71,11.98,5,712,67
2025-11-29,20,387.92,435.74,5,143,7
2025-11-30,1,193.52,186.35,6,814,69
2025-11-30,2,86.45,98.64,6,209,17
2025-11-30,3,304.55,296.76,6,370,70
2025-11-30,4,417.9,411.7,6,119,27
2025-11-30,5,159.08,146.13,6,435,41
2025-11-30,6,309.81,273.89,6,171,18
2025-11-30,7,233.47,234.89,6,708,53
2025-11-30,8,300.28,334.21,6,83,5
2025-11-30,9,41.88,37.31,6,319,70
2025-11-30,10,159.26,154.11,6,114,18
2025-11-30,11,69.8,70.09,6,455,39
2025-11-30,12,136.8,151.67,6,656,37
2025-11-30,13,277.89,274.48,6,256,19
2025-11-30,14,470.35,489.18,6,435,51
2025-11-30,15,53.36,47.41,6,117,16
2025-11-30,16,200.45,181.32,6,189,30
2025-11-30,17,147.66,155.08,6,257,32
2025-11-30,18,46.53,41.91,6,500,54
2025-11-30,19,12.71,11.26,6,520,60
2025-11-30,20,387.92,388.32,6,128,6
2025-12-01,1,193.52,180.57,0,624,59
2025-12-01,2,86.45,78.91,0,104,17
2025-12-01,3,304.55,292.57,0,354,54
2025-12-01,4,417.9,386.86,0,176,21
2025-12-01,5,159.08,160.61,0,173,25
2025-12-01,6,309.81,285.87,0,86,11
2025-12-01,7,233.47,221.01,0,286,42
2025-12-01,8,300.28,335.46,0,77,7
2025-12-01,9,41.88,37.2,0,373,54
2025-12-01,10,159.26,162.64,0,80,6
2025-12-01,11,69.8,63.24,0,214,29
2025-12-01,12,136.8,133.12,0,516,28
2025-12-01,13,277.89,317.03,0,181,18
2025-12-01,14,470.35,423.91,0,529,75
2025-12-01,15,53.36,54.51,0,107,15
2025-12-01,16,200.45,189.85,0,159,17
2025-12-01,17,147.66,130.6,0,326,39
2025-12-01,18,46.53,41.71,0,484,49
2025-12-01,19,12.71,12.08,0,264,44
2025-12-01,20,387.92,359.37,0,98,12
2025-12-02,1,193.52,207.52,1,513,54
2025-12-02,2,86.45,94.11,1,84,7
2025-12-02,3,304.55,333.29,1,429,35
2025-12-02,4,417.9,465.19,1,129,13
2025-12-02,5,159.08,153.21,1,275,25
2025-12-02,6,309.81,310.06,1,82,16
2025-12-02,7,233.47,236.52,1,567,42
2025-12-02,8,300.28,339.91,1,79,7
2025-12-02,9,41.88,39.51,1,357,61
2025-12-02,10,159.26,162.6,1,118,9
2025-12-02,11,69.8,74.45,1,332,29
2025-12-02,12,136.8,138.56,1,261,31
2025-12-02,13,277.89,311.94,1,144,13
2025-12-02,14,470.35,533.47,1,295,47
2025-12-02,15,53.36,55.15,1,71,12
2025-12-02,16,200.45,225.86,1,207,10
2025-12-02,17,147.66,152.39,1,271,41
2025-12-02,18,46.53,41.13,1,733,57
2025-12-02,19,12.71,14.31,1,571,40
2025-12-02,20,387.92,376.17,1,46,3
2025-12-03,1,193.52,187.61,2,495,64
2025-12-03,2,86.45,82.48,2,148,15
2025-12-03,3,304.55,300.2,2,236,38
2025-12-03,4,417.9,407.73,2,205,12
2025-12-03,5,159.08,165.39,2,146,27
2025-12-03,6,309.81,352.66,2,73,7
2025-12-03,7,233.47,261.35,2,284,26
2025-12-03,8,300.28,297.77,2,75,6
2025-12-03,9,41.88,37.54,2,325,54
2025-12-03,10,159.26,166.14,2,85,4
2025-12-03,11,69.8,63.98,2,199,42
2025-12-03,12,136.8,120.55,2,452,37
2025-12-03,13,277.89,256.06,2,79,12
2025-12-03,14,470.35,520.55,2,602,44
2025-12-03,15,53.36,48.64,2,109,22
2025-12-03,16,200.45,175.53,2,121,19
2025-12-03,17,147.66,165.05,2,387,23
2025-12-03,18,46.53,44.85,2,538,40
2025-12-03,19,12.71,12.36,2,438,46
2025-12-03,20,387.92,440.11,2,105,6
2025-12-04,1,193.52,180.09,3,497,56
2025-12-04,2,86.45,77.1,3,160,13
2025-12-04,3,304.55,260.54,3,521,53
2025-12-04,4,417.9,389.57,3,153,16
2025-12-04,5,159.08,145.07,3,146,38
2025-12-04,6,309.81,319.15,3,131,9
2025-12-04,7,233.47,234.8,3,220,33
2025-12-04,8,300.28,262.7,3,78,7
2025-12-04,9,41.88,43.93,3,685,57
2025-12-04,10,159.26,136.86,3,71,12
2025-12-04,11,69.8,69.72,3,299,29
2025-12-04,12,136.8,120.66,3,200,49
2025-12-04,13,277.89,293.59,3,124,11
2025-12-04,14,470.35,512.6,3,540,42
2025-12-04,15,53.36,51.14,3,81,21
2025-12-04,16,200.45,227.53,3,162,10
2025-12-04,17,147.66,164.18,3,362,31
2025-12-04,18,46.53,49.21,3,666,36
2025-12-04,19,12.71,11.64,3,620,65
2025-12-04,20,387.92,411.85,3,118,5
2025-12-05,1,193.52,218.16,4,702,58
2025-12-05,2,86.45,95.84,4,161,9
2025-12-05,3,304.55,262.25,4,404,56
2025-12-05,4,417.9,364.86,4,174,15
2025-12-05,5,159.08,138.34,4,233,34
2025-12-05,6,309.81,292.96,4,126,17
2025-12-05,7,233.47,214.77,4,211,57
2025-12-05,8,300.28,334.04,4,72,12
2025-12-05,9,41.88,44.86,4,352,41
2025-12-05,10,159.26,149.1,4,74,5
2025-12-05,11,69.8,73.56,4,195,19
2025-12-05,12,136.8,152.36,4,502,28
2025-12-05,13,277.89,250.13,4,198,17
2025-12-05,14,470.35,472.14,4,330,45
2025-12-05,15,53.36,48.34,4,176,14
2025-12-05,16,200.45,228.66,4,238,10
2025-12-05,17,147.66,159.1,4,351,22
2025-12-05,18,46.53,42.68,4,357,48
2025-12-05,19,12.71,13.01,4,246,53
2025-12-05,20,387.92,344.81,4,115,11
2025-12-06,1,193.52,177.28,5,735,56
2025-12-06,2,86.45,86.32,5,153,19
2025-12-06,3,304.55,290.64,5,564,65
2025-12-06,4,417.9,465.37,5,245,17
2025-12-06,5,159.08,167.68,5,416,36
2025-12-06,6,309.81,345.21,5,201,7
2025-12-06,7,233.47,250.53,5,346,52
2025-12-06,8,300.28,300.96,5,46,10
2025-12-06,9,41.88,47.69,5,522,53
2025-12-06,10,159.26,168.24,5,69,9
2025-12-06,11,69.8,60.74,5,383,54
2025-12-06,12,136.8,118.16,5,620,66
2025-12-06,13,277.89,299.42,5,90,18
2025-12-06,14,470.35,496.22,5,556,62
2025-12-06,15,53.36,47.98,5,232,24
2025-12-06,16,200.45,175.34,5,264,26
2025-12-06,17,147.66,167.63,5,249,31
2025-12-06,18,46.53,45.41,5,731,55
2025-12-06,19,12.71,14.55,5,492,62
2025-12-06,20,387.92,354.53,5,57,12
2025-12-07,1,193.52,214.68,6,604,80
2025-12-07,2,86.45,96.01,6,199,17
2025-12-07,3,304.55,270.86,6,255,91
2025-12-07,4,417.9,455.07,6,185,8
2025-12-07,5,159.08,167.93,6,346,26
2025-12-07,6,309.81,269.3,6,158,15
2025-12-07,7,233.47,220.19,6,500,57
2025-12-07,8,300.28,309.29,6,72,6
2025-12-07,9,41.88,47.99,6,398,64
2025-12-07,10,159.26,168.93,6,129,11
2025-12-07,11,69.8,66.67,6,189,34
2025-12-07,12,136.8,121.73,6,483,61
2025-12-07,13,277.89,252.89,6,115,13
2025-12-07,14,470.35,499.49,6,312,79
2025-12-07,15,53.36,54.02,6,217,20
2025-12-07,16,200.45,219.38,6,129,26
2025-12-07,17,147.66,161.71,6,364,38
2025-12-07,18,46.53,49.76,6,373,38
2025-12-07,19,12.71,11.41,6,743,62
2025-12-07,20,387.92,421.64,6,125,9
2025-12-08,1,193.52,166.28,0,362,57
2025-12-08,2,86.45,92.34,0,149,11
2025-12-08,3,304.55,292.76,0,548,50
2025-12-08,4,417.9,446.14,0,143,10
2025-12-08,5,159.08,163.49,0,404,20
2025-12-08,6,309.81,322.04,0,139,11
2025-12-08,7,233.47,234.51,0,346,42
2025-12-08,8,300.28,290.47,0,104,7
2025-12-08,9,41.88,36.52,0,319,58
2025-12-08,10,159.26,174.97,0,87,5
2025-12-08,11,69.8,74.75,0,317,26
2025-12-08,12,136.8,149.35,0,377,37
2025-12-08,13,277.89,245.54,0,102,8
2025-12-08,14,470.35,531.96,0,244,36
2025-12-08,15,53.36,60.31,0,112,5
2025-12-08,16,200.45,227.62,0,196,20
2025-12-08,17,147.66,148.35,0,290,35
2025-12-08,18,46.53,39.97,0,399,55
2025-12-08,19,12.71,13.37,0,612,33
2025-12-08,20,387.92,381.38,0,113,9
2025-12-09,1,193.52,218.54,1,568,47
2025-12-09,2,86.45,90.57,1,107,14
2025-12-09,3,304.55,318.97,1,552,37
2025-12-09,4,417.9,453.3,1,155,10
2025-12-09,5,159.08,167.08,1,374,28
2025-12-09,6,309.81,303.82,1,148,6
2025-12-09,7,233.47,198.86,1,332,54
2025-12-09,8,300.28,317.89,1,63,4
2025-12-09,9,41.88,43.17,1,557,55
2025-12-09,10,159.26,153.52,1,128,8
2025-12-09,11,69.8,75.35,1,358,34
2025-12-09,12,136.8,154.33,1,195,38
2025-12-09,13,277.89,244.66,1,131,13
2025-12-09,14,470.35,443.16,1,589,58
2025-12-09,15,53.36,55.13,1,168,9
2025-12-09,16,200.45,177.71,1,117,20
2025-12-09,17,147.66,148.77,1,355,24
2025-12-09,18,46.53,43.13,1,722,46
2025-12-09,19,12.71,12.9,1,226,47
2025-12-09,20,387.92,432.64,1,60,7
2025-12-10,1,193.52,180.45,2,631,52
2025-12-10,2,86.45,75.96,2,135,18
2025-12-10,3,304.55,274.21,2,455,66
2025-12-10,4,417.9,367.21,2,76,18
2025-12-10,5,159.08,161.31,2,209,24
2025-12-10,6,309.81,309.51,2,167,10
2025-12-10,7,233.47,248.72,2,480,27
2025-12-10,8,300.28,307.34,2,54,3
2025-12-10,9,41.88,39.66,2,346,52
2025-12-10,10,159.26,160.17,2,53,14
2025-12-10,11,69.8,71.1,2,397,24
2025-12-10,12,136.8,124.53,2,360,32
2025-12-10,13,277.89,299.24,2,112,16
2025-12-10,14,470.35,530.63,2,332,43
2025-12-10,15,53.36,61.25,2,197,10
2025-12-10,16,200.45,188.61,2,131,15
2025-12-10,17,147.66,167.01,2,310,22
2025-12-10,18,46.53,45.79,2,543,44
2025-12-10,19,12.71,12.69,2,622,54
2025-12-10,20,387.92,438.03,2,51,8
2025-12-11,1,193.52,174.57,3,570,52
2025-12-11,2,86.45,90.11,3,158,8
2025-12-11,3,304.55,343.17,3,363,34
2025-12-11,4,417.9,377.13,3,145,15
2025-12-11,5,159.08,152.76,3,162,42
2025-12-11,6,309.81,353.1,3,105,8
2025-12-11,7,233.47,202.75,3,516,54
2025-12-11,8,300.28,344.86,3,39,4
2025-12-11,9,41.88,39.4,3,286,60
2025-12-11,10,159.26,159.71,3,140,10
2025-12-11,11,69.8,68.0,3,362,38
2025-12-11,12,136.8,116.73,3,318,47
2025-12-11,13,277.89,257.86,3,167,10
2025-12-11,14,470.35,430.17,3,231,59
2025-12-11,15,53.36,54.13,3,131,17
2025-12-11,16,200.45,199.74,3,111,14
2025-12-11,17,147.66,146.6,3,257,32
2025-12-11,18,46.53,50.51,3,687,37
2025-12-11,19,12.71,12.47,3,314,54
2025-12-11,20,387.92,434.68,3,80,7
2025-12-12,1,193.52,207.31,4,483,50
2025-12-12,2,86.45,75.68,4,146,11
2025-12-12,3,304.55,259.97,4,536,70
2025-12-12,4,417.9,392.39,4,123,18
2025-12-12,5,159.08,144.06,4,192,22
2025-12-12,6,309.81,334.38,4,86,6
2025-12-12,7,233.47,212.86,4,250,52
2025-12-12,8,300.28,313.25,4,73,7
2025-12-12,9,41.88,45.79,4,551,41
2025-12-12,10,159.26,179.71,4,68,7
2025-12-12,11,69.8,77.9,4,312,21
2025-12-12,12,136.8,151.63,4,468,38
2025-12-12,13,277.89,299.15,4,127,18
2025-12-12,14,470.35,424.84,4,473,41
2025-12-12,15,53.36,47.47,4,169,21
2025-12-12,16,200.45,200.8,4,230,19
2025-12-12,17,147.66,151.66,4,296,28
2025-12-12,18,46.53,49.17,4,678,44
2025-12-12,19,12.71,11.41,4,400,40
2025-12-12,20,387.92,422.84,4,58,7
2025-12-13,1,193.52,208.68,5,332,66
2025-12-13,2,86.45,98.33,5,135,11
2025-12-13,3,304.55,286.79,5,659,65
2025-12-13,4,417.9,466.31,5,206,12
2025-12-13,5,159.08,168.41,5,187,33
2025-12-13,6,309.81,337.15,5,86,13
2025-12-13,7,233.47,243.44,5,296,50
2025-12-13,8,300.28,305.75,5,101,6
2025-12-13,9,41.88,39.79,5,796,77
2025-12-13,10,159.26,160.09,5,114,8
2025-12-13,11,69.8,68.42,5,208,37
2025-12-13,12,136.8,146.47,5,678,52
2025-12-13,13,277.89,271.32,5,196,24
2025-12-13,14,470.35,457.64,5,788,68
2025-12-13,15,53.36,54.77,5,122,14
2025-12-13,16,200.45,171.96,5,117,29
2025-12-13,17,147.66,148.46,5,305,55
2025-12-13,18,46.53,45.55,5,881,66
2025-12-13,19,12.71,13.86,5,519,53
2025-12-13,20,387.92,339.11,5,133,12
2025-12-14,1,193.52,206.85,6,786,51
2025-12-14,2,86.45,76.99,6,195,14
2025-12-14,3,304.55,284.65,6,365,61
2025-12-14,4,417.9,386.5,6,146,23
2025-12-14,5,159.08,172.28,6,210,30
2025-12-14,6,309.81,269.16,6,206,13
2025-12-14,7,233.47,227.25,6,444,67
2025-12-14,8,300.28,315.04,6,134,8
2025-12-14,9,41.88,38.08,6,660,73
2025-12-14,10,159.26,164.45,6,103,7
2025-12-14,11,69.8,64.05,6,266,59
2025-12-14,12,136.8,137.76,6,278,53
2025-12-14,13,277.89,241.85,6,209,21
2025-12-14,14,470.35,464.47,6,579,80
2025-12-14,15,53.36,52.76,6,163,19
2025-12-14,16,200.45,174.13,6,226,29
2025-12-14,17,147.66,127.81,6,491,52
2025-12-14,18,46.53,41.85,6,533,69
2025-12-14,19,12.71,11.58,6,746,76
2025-12-14,20,387.92,357.52,6,103,10
2025-12-15,1,193.52,195.77,0,476,39
2025-12-15,2,86.45,94.8,0,105,8
2025-12-15,3,304.55,285.1,0,476,53
2025-12-15,4,417.9,455.25,0,130,16
2025-12-15,5,159.08,142.76,0,342,37
2025-12-15,6,309.81,343.01,0,158,7
2025-12-15,7,233.47,229.29,0,449,48
2025-12-15,8,300.28,342.36,0,65,6
2025-12-15,9,41.88,35.75,0,505,59
2025-12-15,10,159.26,177.91,0,54,12
2025-12-15,11,69.8,66.35,0,183,40
2025-12-15,12,136.8,120.41,0,257,36
2025-12-15,13,277.89,273.75,0,166,17
2025-12-15,14,470.35,449.52,0,607,59
2025-12-15,15,53.36,56.18,0,114,13
2025-12-15,16,200.45,180.9,0,233,14
2025-12-15,17,147.66,137.88,0,336,42
2025-12-15,18,46.53,43.81,0,352,55
2025-12-15,19,12.71,13.81,0,485,37
2025-12-15,20,387.92,407.79,0,88,7
2025-12-16,1,193.52,189.03,1,258,46
2025-12-16,2,86.45,81.06,1,169,19
2025-12-16,3,304.55,260.51,1,539,70
2025-12-16,4,417.9,459.19,1,113,15
2025-12-16,5,159.08,168.8,1,297,16
2025-12-16,6,309.81,264.49,1,109,12
2025-12-16,7,233.47,219.27,1,322,51
2025-12-16,8,300.28,336.58,1,95,5
2025-12-16,9,41.88,45.58,1,255,60
2025-12-16,10,159.26,138.41,1,125,12
2025-12-16,11,69.8,61.29,1,384,47
2025-12-16,12,136.8,152.36,1,373,29
2025-12-16,13,277.89,262.63,1,124,19
2025-12-16,14,470.35,525.74,1,427,48
2025-12-16,15,53.36,54.83,1,166,9
2025-12-16,16,200.45,176.65,1,152,18
2025-12-16,17,147.66,167.62,1,323,29
2025-12-16,18,46.53,48.4,1,282,37
2025-12-16,19,12.71,12.6,1,227,37
2025-12-16,20,387.92,442.8,1,69,4
2025-12-17,1,193.52,194.49,2,241,30
2025-12-17,2,86.45,82.27,2,156,16
2025-12-17,3,304.55,285.68,2,527,49
2025-12-17,4,417.9,432.57,2,89,10
2025-12-17,5,159.08,176.94,2,284,16
2025-12-17,6,309.81,300.01,2,103,10
2025-12-17,7,233.47,248.47,2,446,32
2025-12-17,8,300.28,341.28,2,93,0
2025-12-17,9,41.88,43.59,2,262,47
2025-12-17,10,159.26,164.22,2,111,7
2025-12-17,11,69.8,61.01,2,233,58
2025-12-17,12,136.8,144.13,2,300,33
2025-12-17,13,277.89,289.23,2,188,17
2025-12-17,14,470.35,527.14,2,256,46
2025-12-17,15,53.36,45.54,2,127,16
2025-12-17,16,200.45,205.09,2,93,10
2025-12-17,17,147.66,140.71,2,361,39
2025-12-17,18,46.53,49.22,2,459,44
2025-12-17,19,12.71,11.97,2,537,47
2025-12-17,20,387.92,425.44,2,113,9
2025-12-18,1,193.52,189.49,3,307,61
2025-12-18,2,86.45,77.49,3,63,20
2025-12-18,3,304.55,289.98,3,210,47
2025-12-18,4,417.9,440.1,3,160,10
2025-12-18,5,159.08,182.37,3,272,24
2025-12-18,6,309.81,308.47,3,59,10
2025-12-18,7,233.47,200.62,3,358,47
2025-12-18,8,300.28,323.36,3,67,9
2025-12-18,9,41.88,47.67,3,424,47
2025-12-18,10,159.26,161.24,3,61,8
2025-12-18,11,69.8,66.5,3,210,33
2025-12-18,12,136.8,121.99,3,328,46
2025-12-18,13,277.89,269.7,3,198,20
2025-12-18,14,470.35,480.14,3,507,45
2025-12-18,15,53.36,45.99,3,134,19
2025-12-18,16,200.45,228.36,3,242,17
2025-12-18,17,147.66,164.05,3,185,31
2025-12-18,18,46.53,50.64,3,383,32
2025-12-18,19,12.71,14.54,3,410,47
2025-12-18,20,387.92,373.41,3,65,13
2025-12-19,1,193.52,170.84,4,646,55
2025-12-19,2,86.45,96.64,4,67,15
2025-12-19,3,304.55,305.5,4,415,55
2025-12-19,4,417.9,414.99,4,172,15
2025-12-19,5,159.08,141.63,4,228,29
2025-12-19,6,309.81,289.25,4,80,21
2025-12-19,7,233.47,268.34,4,474,36
2025-12-19,8,300.28,256.53,4,87,11
2025-12-19,9,41.88,40.71,4,432,40
2025-12-19,10,159.26,140.67,4,122,17
2025-12-19,11,69.8,79.33,4,278,20
2025-12-19,12,136.8,136.83,4,450,39
2025-12-19,13,277.89,242.28,4,120,13
2025-12-19,14,470.35,439.45,4,590,72
2025-12-19,15,53.36,59.86,4,113,13
2025-12-19,16,200.45,211.43,4,127,19
2025-12-19,17,147.66,148.55,4,189,37
2025-12-19,18,46.53,46.48,4,387,35
2025-12-19,19,12.71,11.01,4,520,49
2025-12-19,20,387.92,389.22,4,45,4
2025-12-20,1,193.52,178.83,5,770,65
2025-12-20,2,86.45,82.82,5,120,25
2025-12-20,3,304.55,330.94,5,667,45
2025-12-20,4,417.9,402.52,5,277,11
2025-12-20,5,159.08,158.78,5,330,36
2025-12-20,6,309.81,263.74,5,97,22
2025-12-20,7,233.47,266.12,5,661,54
2025-12-20,8,300.28,282.09,5,55,9
2025-12-20,9,41.88,40.24,5,342,78
2025-12-20,10,159.26,174.65,5,164,8
2025-12-20,11,69.8,69.22,5,489,36
2025-12-20,12,136.8,141.22,5,359,35
2025-12-20,13,277.89,297.78,5,141,20
2025-12-20,14,470.35,500.44,5,411,75
2025-12-20,15,53.36,51.24,5,100,12
2025-12-20,16,200.45,186.48,5,298,20
2025-12-20,17,147.66,131.02,5,349,56
2025-12-20,18,46.53,46.96,5,703,76
2025-12-20,19,12.71,13.38,5,440,62
2025-12-20,20,387.92,390.4,5,159,5
2025-12-21,1,193.52,165.52,6,492,83
2025-12-21,2,86.45,82.51,6,136,25
2025-12-21,3,304.55,340.96,6,614,49
2025-12-21,4,417.9,405.11,6,151,10
2025-12-21,5,159.08,146.99,6,366,44
2025-12-21,6,309.81,268.71,6,213,27
2025-12-21,7,233.47,267.89,6,547,56
2025-12-21,8,300.28,288.18,6,66,9
2025-12-21,9,41.88,38.86,6,524,87
2025-12-21,10,159.26,157.83,6,169,14
2025-12-21,11,69.8,62.41,6,180,57
2025-12-21,12,136.8,121.79,6,659,57
2025-12-21,13,277.89,277.94,6,204,11
2025-12-21,14,470.35,513.67,6,564,62
2025-12-21,15,53.36,46.06,6,119,23
2025-12-21,16,200.45,173.39,6,300,30
2025-12-21,17,147.66,168.06,6,266,33
2025-12-21,18,46.53,45.65,6,702,44
2025-12-21,19,12.71,14.54,6,374,57
2025-12-21,20,387.92,385.23,6,131,7
2025-12-22,1,193.52,165.02,0,409,72
2025-12-22,2,86.45,89.93,0,86,11
2025-12-22,3,304.55,325.46,0,219,36
2025-12-22,4,417.9,415.5,0,169,8
2025-12-22,5,159.08,154.2,0,406,32
2025-12-22,6,309.81,299.81,0,141,12
2025-12-22,7,233.47,253.61,0,302,35
2025-12-22,8,300.28,314.39,0,52,4
2025-12-22,9,41.88,36.08,0,255,50
2025-12-22,10,159.26,148.87,0,136,15
2025-12-22,11,69.8,63.23,0,226,48
2025-12-22,12,136.8,119.2,0,198,59
2025-12-22,13,277.89,270.34,0,174,19
2025-12-22,14,470.35,497.68,0,575,52
2025-12-22,15,53.36,59.38,0,143,5
2025-12-22,16,200.45,195.43,0,175,13
2025-12-22,17,147.66,138.97,0,214,55
2025-12-22,18,46.53,48.81,0,613,49
2025-12-22,19,12.71,11.95,0,344,53
2025-12-22,20,387.92,350.87,0,72,12
2025-12-23,1,193.52,219.78,1,259,39
2025-12-23,2,86.45,81.17,1,145,19
2025-12-23,3,304.55,305.81,1,371,41
2025-12-23,4,417.9,458.96,1,174,13
2025-12-23,5,159.08,179.17,1,341,18
2025-12-23,6,309.81,281.48,1,95,17
2025-12-23,7,233.47,249.38,1,428,48
2025-12-23,8,300.28,289.52,1,47,5
2025-12-23,9,41.88,44.43,1,701,50
2025-12-23,10,159.26,169.05,1,123,10
2025-12-23,11,69.8,77.45,1,179,22
2025-12-23,12,136.8,152.05,1,408,34
2025-12-23,13,277.89,288.3,1,142,12
2025-12-23,14,470.35,449.61,1,507,52
2025-12-23,15,53.36,51.83,1,78,17
2025-12-23,16,200.45,196.41,1,204,14
2025-12-23,17,147.66,142.07,1,424,38
2025-12-23,18,46.53,48.38,1,345,40
2025-12-23,19,12.71,11.19,1,324,47
2025-12-23,20,387.92,443.83,1,47,5
2025-12-24,1,193.52,205.4,2,440,43
2025-12-24,2,86.45,80.34,2,84,16
2025-12-24,3,304.55,285.13,2,426,39
2025-12-24,4,417.9,474.49,2,116,7
2025-12-24,5,159.08,167.48,2,345,26
2025-12-24,6,309.81,288.53,2,123,7
2025-12-24,7,233.47,264.62,2,498,39
2025-12-24,8,300.28,308.17,2,85,3
2025-12-24,9,41.88,38.77,2,453,74
2025-12-24,10,159.26,175.5,2,64,4
2025-12-24,11,69.8,61.27,2,340,55
2025-12-24,12,136.8,126.9,2,325,45
2025-12-24,13,277.89,285.35,2,148,16
2025-12-24,14,470.35,500.56,2,267,42
2025-12-24,15,53.36,57.18,2,70,8
2025-12-24,16,200.45,186.67,2,128,9
2025-12-24,17,147.66,157.97,2,325,31
2025-12-24,18,46.53,52.83,2,661,50
2025-12-24,19,12.71,11.56,2,465,56
2025-12-24,20,387.92,390.42,2,47,11
2025-12-25,1,193.52,205.45,3,443,45
2025-12-25,2,86.45,97.76,3,67,14
2025-12-25,3,304.55,299.42,3,192,41
2025-12-25,4,417.9,362.26,3,144,25
2025-12-25,5,159.08,171.7,3,260,25
2025-12-25,6,309.81,278.16,3,74,6
2025-12-25,7,233.47,244.98,3,557,43
2025-12-25,8,300.28,265.19,3,55,8
2025-12-25,9,41.88,47.07,3,692,46
2025-12-25,10,159.26,159.53,3,135,13
2025-12-25,11,69.8,73.43,3,185,31
2025-12-25,12,136.8,121.11,3,231,49
2025-12-25,13,277.89,249.66,3,77,21
2025-12-25,14,470.35,449.79,3,274,49
2025-12-25,15,53.36,55.09,3,103,5
2025-12-25,16,200.45,184.47,3,123,18
2025-12-25,17,147.66,144.51,3,306,38
2025-12-25,18,46.53,41.95,3,494,46
2025-12-25,19,12.71,13.21,3,430,34
2025-12-25,20,387.92,343.37,3,69,8
2025-12-26,1,193.52,210.52,4,271,45
2025-12-26,2,86.45,89.78,4,142,10
2025-12-26,3,304.55,324.96,4,381,44
2025-12-26,4,417.9,460.94,4,143,9
